src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,845.0,8740.0,12.898,1.266,1.0
1,0,769.0,9040.0,12.898,0.414,0.0
0,2,852.0,3660.0,10.156,0.599,18.0
2,0,78.0,916.0,10.156,10.226,4.0
0,3,852.0,5470.0,4.366,0.099,4.0
3,0,415.0,4870.0,4.366,1.455,2.0
0,4,852.0,4340.0,5.937,1.167,123.0
4,0,206.0,2410.0,5.937,3.261,0.0
0,5,852.0,3410.0,6.925,1.454,23.0
5,0,109.0,1270.0,6.925,10.021,0.0
1,2,852.0,4760.0,6.522,1.013,5.0
2,1,219.0,2570.0,6.522,2.808,6.0
1,3,852.0,6570.0,2.999,0.076,5.0
3,1,425.0,4990.0,2.999,0.109,15.0
1,4,852.0,5740.0,4.503,0.051,0.0
4,1,429.0,5040.0,4.503,0.669,0.0
1,5,852.0,4560.0,5.705,1.017,0.0
5,1,204.0,2390.0,5.705,3.29,0.0
2,3,851.0,5720.0,4.418,0.085,0.0
3,2,431.0,5050.0,4.418,1.121,0.0
2,4,852.0,8570.0,3.014,0.073,0.0
4,2,670.0,7870.0,3.014,0.623,0.0
2,5,851.0,5710.0,4.469,0.182,11.0
5,2,317.0,3720.0,4.469,2.064,2.0
3,4,852.0,8490.0,3.142,0.073,0.0
4,3,704.0,8260.0,3.142,0.294,0.0
3,5,852.0,5900.0,4.225,0.159,0.0
5,3,352.0,4130.0,4.225,1.349,0.0
4,5,852.0,8310.0,6.065,0.073,0.0
5,4,712.0,8370.0,6.065,0.069,0.0
