src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,852.0,3160.0,6.579,0.411,73.0
1,0,96.0,1100.0,6.579,16.228,0.0
0,2,852.0,5660.0,4.181,0.088,0.0
2,0,349.0,4090.0,4.181,2.005,0.0
0,3,852.0,2920.0,7.993,0.614,0.0
3,0,81.0,951.0,7.993,9.663,0.0
0,4,852.0,8570.0,2.652,0.366,0.0
4,0,727.0,8540.0,2.652,0.182,0.0
0,5,852.0,4650.0,5.458,0.261,0.0
5,0,207.0,2430.0,5.458,3.893,0.0
1,2,852.0,5810.0,4.253,0.062,0.0
2,1,336.0,3940.0,4.253,3.394,0.0
1,3,852.0,8760.0,2.829,0.098,0.0
3,1,739.0,8680.0,2.829,0.082,0.0
1,4,852.0,4380.0,5.899,0.08,2.0
4,1,233.0,2700.0,5.899,2.505,4.0
1,5,852.0,8480.0,4.667,0.066,0.0
5,1,703.0,8260.0,4.667,0.064,0.0
2,3,852.0,4050.0,5.55,0.913,106.0
3,2,225.0,2640.0,5.55,1.737,28.0
2,4,852.0,7270.0,3.803,0.07,3.0
4,2,583.0,6840.0,3.803,0.832,7.0
2,5,852.0,7000.0,2.854,0.092,2.0
5,2,594.0,6980.0,2.854,0.334,8.0
3,4,852.0,3860.0,10.148,0.54,0.0
4,3,138.0,1600.0,10.148,7.257,0.0
3,5,852.0,5660.0,3.775,0.086,0.0
5,3,375.0,4410.0,3.775,0.636,0.0
4,5,852.0,5480.0,4.259,0.072,0.0
5,4,392.0,4600.0,4.259,1.516,0.0
