src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,767.0,3330.0,18.302,0.19,1.0
1,0,121.0,1410.0,18.302,9.408,0.0
0,2,767.0,5470.0,3.919,0.749,0.0
2,0,351.0,4130.0,3.919,1.346,0.0
0,3,767.0,2780.0,8.707,0.118,0.0
3,0,70.0,818.0,8.707,9.541,0.0
0,4,767.0,7410.0,2.499,0.134,0.0
4,0,518.0,6090.0,2.499,0.448,0.0
0,5,767.0,3740.0,4.913,0.171,0.0
5,0,221.0,2590.0,4.913,1.542,0.0
1,2,767.0,5720.0,5.006,0.114,0.0
2,1,425.0,4990.0,5.006,1.112,0.0
1,3,767.0,7960.0,4.759,0.346,0.0
3,1,666.0,7820.0,4.759,0.613,0.0
1,4,767.0,4410.0,5.735,0.532,6.0
4,1,204.0,2380.0,5.735,5.501,0.0
1,5,766.0,7950.0,2.502,0.146,1.0
5,1,674.0,7920.0,2.502,0.189,4.0
2,3,767.0,4300.0,6.242,0.134,0.0
3,2,248.0,2910.0,6.242,3.172,0.0
2,4,767.0,7530.0,2.555,0.121,0.0
4,2,655.0,7700.0,2.555,0.238,0.0
2,5,767.0,8390.0,3.476,0.409,0.0
5,2,726.0,8530.0,3.476,0.492,0.0
3,4,767.0,3420.0,8.033,0.115,1.0
4,3,139.0,1630.0,8.033,5.296,0.0
3,5,767.0,5410.0,3.908,0.119,0.0
5,3,382.0,4490.0,3.908,0.713,0.0
4,5,767.0,5330.0,12.574,0.1,0.0
5,4,313.0,3670.0,12.574,1.956,0.0
