src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,427.0,5010.0,12.339,0.182,0.0
1,0,426.0,4960.0,12.339,0.643,0.0
0,2,427.0,5010.0,4.054,0.47,0.0
2,0,426.0,5010.0,4.054,0.486,0.0
0,3,427.0,5010.0,2.939,0.158,0.0
3,0,426.0,4980.0,2.939,0.434,0.0
0,4,427.0,4980.0,4.166,0.961,0.0
4,0,425.0,5000.0,4.166,0.443,0.0
0,5,427.0,4490.0,6.291,1.364,2.0
5,0,329.0,3860.0,6.291,2.653,0.0
1,2,427.0,5180.0,2.787,0.475,2.0
2,1,427.0,5090.0,2.787,0.168,1.0
1,3,427.0,5000.0,3.887,0.162,0.0
3,1,426.0,5000.0,3.887,0.396,0.0
1,4,427.0,5080.0,3.173,0.081,0.0
4,1,427.0,5110.0,3.173,0.078,0.0
1,5,427.0,5510.0,4.718,0.614,14.0
5,1,427.0,5090.0,4.718,0.399,3.0
2,3,427.0,4300.0,5.91,1.181,0.0
3,2,342.0,4010.0,5.91,0.953,0.0
2,4,427.0,5660.0,4.377,0.304,14.0
4,2,427.0,5280.0,4.377,0.378,12.0
2,5,427.0,4980.0,2.934,0.601,0.0
5,2,426.0,5000.0,2.934,0.277,0.0
3,4,427.0,5020.0,3.072,0.175,0.0
4,3,426.0,5000.0,3.072,0.279,0.0
3,5,427.0,5000.0,4.34,0.17,0.0
5,3,426.0,4980.0,4.34,0.252,0.0
4,5,427.0,5060.0,3.044,0.681,0.0
5,4,427.0,5140.0,3.044,0.22,3.0
