src,dst,PktsGen,AvgBw,AvgDelay,jitter,loss
0,1,597.0,7000.0,3.909,0.209,0.0
1,0,595.0,7000.0,3.909,0.151,0.0
0,2,597.0,5470.0,4.625,0.469,7.0
2,0,476.0,5040.0,4.625,0.623,47.0
0,3,597.0,7010.0,3.054,0.121,0.0
3,0,596.0,6990.0,3.054,0.187,0.0
0,4,597.0,5720.0,4.485,0.48,0.0
4,0,447.0,5250.0,4.485,0.791,0.0
0,5,596.0,4040.0,5.809,0.531,49.0
5,0,229.0,2690.0,5.809,2.74,0.0
1,2,597.0,6950.0,3.238,0.731,0.0
2,1,596.0,7000.0,3.238,0.437,0.0
1,3,597.0,5130.0,4.897,0.803,60.0
3,1,458.0,5380.0,4.897,0.913,0.0
1,4,597.0,7000.0,3.243,0.1,0.0
4,1,596.0,6990.0,3.243,0.16,0.0
1,5,597.0,5770.0,5.25,0.562,0.0
5,1,451.0,5300.0,5.25,0.829,0.0
2,3,597.0,4640.0,9.649,0.543,0.0
3,2,287.0,3370.0,9.649,1.673,0.0
2,4,597.0,5590.0,4.963,0.654,18.0
4,2,467.0,5480.0,4.963,0.449,1.0
2,5,597.0,7150.0,2.983,0.565,0.0
5,2,597.0,7140.0,2.983,0.133,3.0
3,4,596.0,7010.0,2.857,0.137,0.0
4,3,595.0,6990.0,2.857,0.285,0.0
3,5,597.0,5940.0,3.874,0.476,0.0
5,3,491.0,5770.0,3.874,0.474,0.0
4,5,597.0,7150.0,3.676,0.521,0.0
5,4,597.0,7200.0,3.676,0.31,3.0
